subject,age,gender,edu,english,encoding_instruction_condition,encoding_task_condition,recall_instruction_condition,aware,list,output 1,output 2,output 3,output 4,output 5,output 6,output 7,output 8,output 9,output 10,output 11,output 12,output 13,output 14,output 15,output 16,output 17,output 18,output 19,output 20,output 21,output 22,output 23,output 24,output 25
4330,,,,,Incidental,Weight,Free,no,0,12,7,4,11,3,10,6,13,,,,,,,,,,,,,,,,,
4330,,,,,Incidental,Weight,Free,no,1,16,7,12,5,,,,,,,,,,,,,,,,,,,,,
4331,,,,,Incidental,Weight,Free,no,0,15,13,2,16,4,5,3,,,,,,,,,,,,,,,,,,
4331,,,,,Incidental,Weight,Free,no,1,1,15,14,9,8,-1,6,12,,,,,,,,,,,,,,,,,
4332,,,,,Incidental,Weight,Free,no,0,3,,,,,,,,,,,,,,,,,,,,,,,,
4332,,,,,Incidental,Weight,Free,no,1,15,16,3,,,,,,,,,,,,,,,,,,,,,,
4333,,,,,Incidental,Weight,Free,no,0,14,13,16,-999,15,,,,,,,,,,,,,,,,,,,,
4333,,,,,Incidental,Weight,Free,no,1,5,1,9,-999,10,-999,,,,,,,,,,,,,,,,,,,
4334,,,,,Incidental,Weight,Free,no,0,16,13,11,6,14,15,,,,,,,,,,,,,,,,,,,
4334,,,,,Incidental,Weight,Free,no,1,9,8,16,-999,1,,,,,,,,,,,,,,,,,,,,
4335,,,,,Incidental,Weight,Free,no,0,15,16,14,13,5,12,8,,,,,,,,,,,,,,,,,,
4335,,,,,Incidental,Weight,Free,no,1,1,4,15,-1,12,-999,,,,,,,,,,,,,,,,,,,
4336,,,,,Incidental,Weight,Free,no,0,13,9,6,11,10,14,8,2,15,4,5,16,,,,,,,,,,,,,
4336,,,,,Incidental,Weight,Free,no,1,11,14,13,12,4,8,1,3,2,,,,,,,,,,,,,,,,
4337,,,,,Incidental,Weight,Free,yes,0,9,4,11,8,15,10,6,,,,,,,,,,,,,,,,,,
4337,,,,,Incidental,Weight,Free,yes,1,1,2,6,3,,,,,,,,,,,,,,,,,,,,,
4338,,,,,Incidental,Weight,Free,no,0,1,9,15,6,11,16,2,14,,,,,,,,,,,,,,,,,
4338,,,,,Incidental,Weight,Free,no,1,2,8,1,16,6,7,10,13,,,,,,,,,,,,,,,,,
4339,,,,,Incidental,Weight,Free,no,0,7,16,14,9,11,8,1,,,,,,,,,,,,,,,,,,
4339,,,,,Incidental,Weight,Free,no,1,4,12,5,1,14,16,11,2,,,,,,,,,,,,,,,,,
4340,,,,,Incidental,Weight,Free,no,0,1,13,14,4,8,,,,,,,,,,,,,,,,,,,,
4340,,,,,Incidental,Weight,Free,no,1,1,8,15,5,13,,,,,,,,,,,,,,,,,,,,
4341,,,,,Incidental,Weight,Free,no,0,9,16,6,5,4,,,,,,,,,,,,,,,,,,,,
4341,,,,,Incidental,Weight,Free,no,1,-999,-999,7,3,,,,,,,,,,,,,,,,,,,,,
4342,,,,,Incidental,Weight,Free,no,0,12,9,11,1,10,7,13,6,,,,,,,,,,,,,,,,,
4342,,,,,Incidental,Weight,Free,no,1,14,3,10,16,5,2,3,,,,,,,,,,,,,,,,,,
4343,,,,,Incidental,Weight,Free,no,0,14,-999,-999,,,,,,,,,,,,,,,,,,,,,,
4343,,,,,Incidental,Weight,Free,no,1,15,14,-1,-999,5,15,,,,,,,,,,,,,,,,,,,
4344,,,,,Incidental,Weight,Free,no,0,3,15,6,8,2,10,12,16,5,4,14,14,,,,,,,,,,,,,
4344,,,,,Incidental,Weight,Free,no,1,-1,16,1,4,7,10,14,,,,,,,,,,,,,,,,,,
4345,,,,,Incidental,Weight,Free,yes,0,7,12,5,15,10,4,,,,,,,,,,,,,,,,,,,
4345,,,,,Incidental,Weight,Free,yes,1,10,,,,,,,,,,,,,,,,,,,,,,,,
4346,,,,,Incidental,Weight,Free,no,0,16,13,3,7,14,10,1,6,,,,,,,,,,,,,,,,,
4346,,,,,Incidental,Weight,Free,no,1,16,14,10,2,3,5,,,,,,,,,,,,,,,,,,,
4347,,,,,Incidental,Weight,Free,yes,0,-2999,3,6,8,9,2,10,,,,,,,,,,,,,,,,,,
4347,,,,,Incidental,Weight,Free,yes,1,12,6,6,,,,,,,,,,,,,,,,,,,,,,
4348,,,,,Incidental,Weight,Free,no,0,14,5,13,2,,,,,,,,,,,,,,,,,,,,,
4348,,,,,Incidental,Weight,Free,no,1,1,6,4,15,8,,,,,,,,,,,,,,,,,,,,
4349,,,,,Incidental,Weight,Free,no,0,9,16,10,11,15,,,,,,,,,,,,,,,,,,,,
4349,,,,,Incidental,Weight,Free,no,1,16,1,,,,,,,,,,,,,,,,,,,,,,,
4350,,,,,Incidental,Weight,Free,no,0,15,16,8,11,5,7,15,1,16,,,,,,,,,,,,,,,,
4350,,,,,Incidental,Weight,Free,no,1,16,7,4,5,2,16,-999,11,7,1,,,,,,,,,,,,,,,
4351,,,,,Incidental,Weight,Free,no,0,1,6,13,14,8,7,9,,,,,,,,,,,,,,,,,,
4351,,,,,Incidental,Weight,Free,no,1,7,,,,,,,,,,,,,,,,,,,,,,,,
4352,,,,,Incidental,Weight,Free,no,0,12,15,8,16,4,14,13,11,8,3,,,,,,,,,,,,,,,
4352,,,,,Incidental,Weight,Free,no,1,8,13,,,,,,,,,,,,,,,,,,,,,,,
4353,,,,,Incidental,Weight,Free,no,0,9,13,7,14,11,3,,,,,,,,,,,,,,,,,,,
4353,,,,,Incidental,Weight,Free,no,1,16,4,11,-999,12,,,,,,,,,,,,,,,,,,,,
4354,,,,,Incidental,Weight,Free,yes,0,14,11,4,2,3,15,6,12,1,5,,,,,,,,,,,,,,,
4354,,,,,Incidental,Weight,Free,yes,1,9,8,6,12,14,11,5,-999,,,,,,,,,,,,,,,,,
4355,,,,,Incidental,Weight,Free,no,0,7,9,8,12,10,5,4,14,11,2,,,,,,,,,,,,,,,
4355,,,,,Incidental,Weight,Free,no,1,1,7,2,11,13,8,14,,,,,,,,,,,,,,,,,,
4356,,,,,Incidental,Weight,Free,no,0,1,3,11,11,13,12,14,15,9,,,,,,,,,,,,,,,,
4356,,,,,Incidental,Weight,Free,no,1,9,8,11,16,4,10,6,,,,,,,,,,,,,,,,,,
4357,,,,,Incidental,Weight,Free,no,0,4,16,13,15,16,9,,,,,,,,,,,,,,,,,,,
4357,,,,,Incidental,Weight,Free,no,1,16,-999,,,,,,,,,,,,,,,,,,,,,,,
4358,,,,,Incidental,Weight,Free,no,0,16,6,2,12,8,14,15,4,13,3,10,,,,,,,,,,,,,,
4358,,,,,Incidental,Weight,Free,no,1,14,16,8,7,10,3,4,,,,,,,,,,,,,,,,,,
4359,,,,,Incidental,Weight,Free,no,0,16,12,13,,,,,,,,,,,,,,,,,,,,,,
4359,,,,,Incidental,Weight,Free,no,1,7,5,13,16,15,,,,,,,,,,,,,,,,,,,,
4360,,,,,Incidental,Weight,Free,yes,0,12,15,8,7,4,14,16,,,,,,,,,,,,,,,,,,
4360,,,,,Incidental,Weight,Free,yes,1,1,4,13,14,10,11,,,,,,,,,,,,,,,,,,,
4361,,,,,Incidental,Weight,Free,no,0,12,13,15,16,2,4,,,,,,,,,,,,,,,,,,,
4361,,,,,Incidental,Weight,Free,no,1,1,8,-999,10,2,12,16,,,,,,,,,,,,,,,,,,
4362,,,,,Incidental,Weight,Free,yes,0,1,-999,-999,-999,-999,,,,,,,,,,,,,,,,,,,,
4362,,,,,Incidental,Weight,Free,yes,1,3,2,2,9,13,7,-999,,,,,,,,,,,,,,,,,,
4363,,,,,Incidental,Weight,Free,no,0,14,15,4,8,6,1,9,,,,,,,,,,,,,,,,,,
4363,,,,,Incidental,Weight,Free,no,1,15,9,,,,,,,,,,,,,,,,,,,,,,,
4364,,,,,Incidental,Weight,Free,no,0,1,12,15,16,3,6,2,13,9,9,5,14,11,,,,,,,,,,,,
4364,,,,,Incidental,Weight,Free,no,1,1,2,4,4,6,1,-999,10,7,11,7,9,15,12,14,16,8,,,,,,,,
4365,,,,,Incidental,Weight,Free,no,0,4,11,14,13,12,7,1,2,16,9,,,,,,,,,,,,,,,
4365,,,,,Incidental,Weight,Free,no,1,14,15,13,12,16,6,10,15,,,,,,,,,,,,,,,,,
4366,,,,,Incidental,Weight,Free,no,0,9,1,13,10,,,,,,,,,,,,,,,,,,,,,
4366,,,,,Incidental,Weight,Free,no,1,2,-1,,,,,,,,,,,,,,,,,,,,,,,
4367,,,,,Incidental,Weight,Free,no,0,4,1,9,14,6,8,7,,,,,,,,,,,,,,,,,,
4367,,,,,Incidental,Weight,Free,no,1,-1,1,13,6,15,12,,,,,,,,,,,,,,,,,,,
4368,,,,,Incidental,Weight,Free,no,0,13,7,15,5,1,11,10,9,12,,,,,,,,,,,,,,,,
4368,,,,,Incidental,Weight,Free,no,1,6,12,15,5,14,-999,,,,,,,,,,,,,,,,,,,
4369,,,,,Incidental,Weight,Free,no,0,5,5,10,7,4,2,10,11,4,,,,,,,,,,,,,,,,
4369,,,,,Incidental,Weight,Free,no,1,4,-1,1,3,16,11,8,,,,,,,,,,,,,,,,,,
4370,,,,,Incidental,Weight,Free,no,0,11,16,15,3,-999,14,,,,,,,,,,,,,,,,,,,
4370,,,,,Incidental,Weight,Free,no,1,16,14,7,,,,,,,,,,,,,,,,,,,,,,
4371,,,,,Incidental,Weight,Free,no,0,12,3,16,5,8,6,3,12,14,15,,,,,,,,,,,,,,,
4371,,,,,Incidental,Weight,Free,no,1,1,2,3,8,14,,,,,,,,,,,,,,,,,,,,
4372,,,,,Incidental,Weight,Free,no,0,16,4,12,6,10,,,,,,,,,,,,,,,,,,,,
4372,,,,,Incidental,Weight,Free,no,1,13,15,11,4,,,,,,,,,,,,,,,,,,,,,
4373,,,,,Incidental,Weight,Free,no,0,14,13,5,16,4,9,8,10,6,11,,,,,,,,,,,,,,,
4373,,,,,Incidental,Weight,Free,no,1,4,5,8,9,11,6,15,14,10,13,,,,,,,,,,,,,,,
4374,,,,,Incidental,Weight,Free,no,0,7,16,4,8,6,2,,,,,,,,,,,,,,,,,,,
4374,,,,,Incidental,Weight,Free,no,1,16,9,13,5,3,8,-999,,,,,,,,,,,,,,,,,,
4375,,,,,Incidental,Weight,Free,no,0,2,16,9,11,7,3,12,10,14,,,,,,,,,,,,,,,,
4375,,,,,Incidental,Weight,Free,no,1,15,16,7,10,3,6,8,2,14,5,9,13,11,12,,,,,,,,,,,
4376,,,,,Incidental,Weight,Free,no,0,7,13,8,6,10,1,5,16,15,14,3,,,,,,,,,,,,,,
4376,,,,,Incidental,Weight,Free,no,1,15,13,7,11,12,14,8,2,10,16,,,,,,,,,,,,,,,
4377,,,,,Incidental,Weight,Free,no,0,11,6,16,13,9,14,,,,,,,,,,,,,,,,,,,
4377,,,,,Incidental,Weight,Free,no,1,12,11,15,4,,,,,,,,,,,,,,,,,,,,,
4378,,,,,Incidental,Weight,Free,no,0,1,8,15,3,6,7,2,4,,,,,,,,,,,,,,,,,
4378,,,,,Incidental,Weight,Free,no,1,7,-999,4,14,15,,,,,,,,,,,,,,,,,,,,
4379,,,,,Incidental,Weight,Free,no,0,-2999,1,15,13,-999,-999,,,,,,,,,,,,,,,,,,,
4379,,,,,Incidental,Weight,Free,no,1,1,3,16,12,,,,,,,,,,,,,,,,,,,,,
4380,,,,,Incidental,Weight,Free,no,0,16,12,5,15,8,3,10,1,13,,,,,,,,,,,,,,,,
4380,,,,,Incidental,Weight,Free,no,1,3,15,11,5,9,4,-1,,,,,,,,,,,,,,,,,,
4381,,,,,Incidental,Weight,Free,no,0,14,12,15,3,5,10,6,9,,,,,,,,,,,,,,,,,
4381,,,,,Incidental,Weight,Free,no,1,4,13,15,3,2,1,6,,,,,,,,,,,,,,,,,,
4382,,,,,Incidental,Weight,Free,no,0,7,8,12,16,15,14,11,,,,,,,,,,,,,,,,,,
4382,,,,,Incidental,Weight,Free,no,1,16,13,9,15,11,5,14,,,,,,,,,,,,,,,,,,
4383,,,,,Incidental,Weight,Free,yes,0,9,8,14,1,7,10,,,,,,,,,,,,,,,,,,,
4383,,,,,Incidental,Weight,Free,yes,1,13,14,2,3,12,6,7,-999,9,,,,,,,,,,,,,,,,
4384,,,,,Incidental,Weight,Free,no,0,2,16,11,15,6,10,13,1,5,4,,,,,,,,,,,,,,,
4384,,,,,Incidental,Weight,Free,no,1,3,9,1,12,6,,,,,,,,,,,,,,,,,,,,
4385,,,,,Incidental,Weight,Free,no,0,11,15,4,8,1,12,2,5,13,7,3,14,,,,,,,,,,,,,
4385,,,,,Incidental,Weight,Free,no,1,15,2,1,9,14,8,13,7,10,,,,,,,,,,,,,,,,
4386,,,,,Incidental,Weight,Free,no,0,11,12,14,-999,8,,,,,,,,,,,,,,,,,,,,
4386,,,,,Incidental,Weight,Free,no,1,11,15,4,2,1,-999,,,,,,,,,,,,,,,,,,,
4387,,,,,Incidental,Weight,Free,no,0,7,12,16,4,13,,,,,,,,,,,,,,,,,,,,
4387,,,,,Incidental,Weight,Free,no,1,1,11,5,2,14,16,6,10,,,,,,,,,,,,,,,,,
4388,,,,,Incidental,Weight,Free,no,0,13,-999,5,3,8,,,,,,,,,,,,,,,,,,,,
4388,,,,,Incidental,Weight,Free,no,1,1,7,13,12,,,,,,,,,,,,,,,,,,,,,
4389,,,,,Incidental,Weight,Free,no,0,6,14,15,4,10,12,13,11,,,,,,,,,,,,,,,,,
4389,,,,,Incidental,Weight,Free,no,1,4,11,6,1,9,-999,,,,,,,,,,,,,,,,,,,
4390,,,,,Incidental,Weight,Free,no,0,11,2,12,9,5,15,3,4,13,16,,,,,,,,,,,,,,,
4390,,,,,Incidental,Weight,Free,no,1,2,-999,6,12,13,10,11,,,,,,,,,,,,,,,,,,
4391,,,,,Incidental,Weight,Free,no,0,1,5,15,11,7,1,14,,,,,,,,,,,,,,,,,,
4391,,,,,Incidental,Weight,Free,no,1,10,14,8,11,2,9,13,2,15,,,,,,,,,,,,,,,,
4392,,,,,Incidental,Weight,Free,no,0,5,4,15,2,14,,,,,,,,,,,,,,,,,,,,
4392,,,,,Incidental,Weight,Free,no,1,1,2,3,5,6,14,11,15,,,,,,,,,,,,,,,,,
4393,,,,,Incidental,Weight,Free,no,0,-999,15,10,,,,,,,,,,,,,,,,,,,,,,
4393,,,,,Incidental,Weight,Free,no,1,12,16,8,-1,5,3,,,,,,,,,,,,,,,,,,,
4394,,,,,Incidental,Weight,Free,no,0,13,5,14,12,7,6,9,-999,11,10,,,,,,,,,,,,,,,
4394,,,,,Incidental,Weight,Free,no,1,13,14,3,4,16,8,6,15,9,,,,,,,,,,,,,,,,
4395,,,,,Incidental,Weight,Free,no,0,2,1,11,16,10,13,14,3,,,,,,,,,,,,,,,,,
4395,,,,,Incidental,Weight,Free,no,1,3,15,13,-1,,,,,,,,,,,,,,,,,,,,,
4396,,,,,Incidental,Weight,Free,no,0,16,15,7,12,8,11,14,10,13,3,4,,,,,,,,,,,,,,
4396,,,,,Incidental,Weight,Free,no,1,11,9,2,12,5,10,,,,,,,,,,,,,,,,,,,
4397,,,,,Incidental,Weight,Free,no,0,3,5,1,11,14,15,10,,,,,,,,,,,,,,,,,,
4397,,,,,Incidental,Weight,Free,no,1,9,1,,,,,,,,,,,,,,,,,,,,,,,
4398,,,,,Incidental,Weight,Free,no,0,7,11,5,15,10,13,16,9,3,6,,,,,,,,,,,,,,,
4398,,,,,Incidental,Weight,Free,no,1,13,2,1,6,14,11,16,9,10,15,,,,,,,,,,,,,,,
4399,,,,,Incidental,Weight,Free,no,0,13,5,7,12,,,,,,,,,,,,,,,,,,,,,
4399,,,,,Incidental,Weight,Free,no,1,9,14,11,15,,,,,,,,,,,,,,,,,,,,,
4400,,,,,Incidental,Weight,Free,no,0,16,15,3,-999,,,,,,,,,,,,,,,,,,,,,
4400,,,,,Incidental,Weight,Free,no,1,2,-999,-999,,,,,,,,,,,,,,,,,,,,,,
4401,,,,,Incidental,Weight,Free,no,0,1,13,14,10,2,15,12,8,11,,,,,,,,,,,,,,,,
4401,,,,,Incidental,Weight,Free,no,1,9,11,5,1,3,15,14,9,4,,,,,,,,,,,,,,,,
4402,,,,,Incidental,Weight,Free,no,0,5,13,8,16,6,15,12,10,3,,,,,,,,,,,,,,,,
4402,,,,,Incidental,Weight,Free,no,1,6,14,12,15,1,14,15,,,,,,,,,,,,,,,,,,
4403,,,,,Incidental,Weight,Free,no,0,12,14,10,13,9,16,,,,,,,,,,,,,,,,,,,
4403,,,,,Incidental,Weight,Free,no,1,14,1,10,8,-1,5,6,,,,,,,,,,,,,,,,,,
4404,,,,,Incidental,Weight,Free,no,0,13,14,9,8,15,7,3,,,,,,,,,,,,,,,,,,
4404,,,,,Incidental,Weight,Free,no,1,1,9,15,-1,6,10,12,,,,,,,,,,,,,,,,,,
4405,,,,,Incidental,Weight,Free,no,0,3,16,15,10,1,3,6,5,,,,,,,,,,,,,,,,,
4405,,,,,Incidental,Weight,Free,no,1,1,4,3,1,11,9,13,6,5,,,,,,,,,,,,,,,,
4406,,,,,Incidental,Weight,Free,no,0,13,9,2,12,8,6,16,5,10,8,,,,,,,,,,,,,,,
4406,,,,,Incidental,Weight,Free,no,1,16,4,15,6,7,13,,,,,,,,,,,,,,,,,,,
4407,,,,,Incidental,Weight,Free,yes,0,1,5,15,16,8,9,14,6,13,,,,,,,,,,,,,,,,
4407,,,,,Incidental,Weight,Free,yes,1,-1,6,15,5,8,6,11,7,14,,,,,,,,,,,,,,,,
4408,,,,,Incidental,Weight,Free,yes,0,13,6,,,,,,,,,,,,,,,,,,,,,,,
4408,,,,,Incidental,Weight,Free,yes,1,-999,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,
4409,,,,,Incidental,Weight,Free,no,0,14,15,1,6,3,12,4,16,10,5,,,,,,,,,,,,,,,
4409,,,,,Incidental,Weight,Free,no,1,15,13,12,3,,,,,,,,,,,,,,,,,,,,,
4410,,,,,Incidental,Weight,Free,no,0,16,15,10,14,12,13,,,,,,,,,,,,,,,,,,,
4410,,,,,Incidental,Weight,Free,no,1,16,1,3,5,13,12,5,-2999,8,,,,,,,,,,,,,,,,
4411,,,,,Incidental,Weight,Free,no,0,14,15,-999,13,-999,16,,,,,,,,,,,,,,,,,,,
4411,,,,,Incidental,Weight,Free,no,1,-999,15,13,3,10,,,,,,,,,,,,,,,,,,,,
4412,,,,,Incidental,Weight,Free,no,0,-2999,10,1,6,11,15,13,2,12,14,7,5,,,,,,,,,,,,,
4412,,,,,Incidental,Weight,Free,no,1,14,12,13,16,9,10,-1,,,,,,,,,,,,,,,,,,
4413,,,,,Incidental,Weight,Free,no,0,12,13,15,3,10,11,14,6,,,,,,,,,,,,,,,,,
4413,,,,,Incidental,Weight,Free,no,1,16,7,6,-2999,12,1,9,4,,,,,,,,,,,,,,,,,
4414,,,,,Incidental,Weight,Free,no,0,2,7,14,15,13,11,,,,,,,,,,,,,,,,,,,
4414,,,,,Incidental,Weight,Free,no,1,16,14,11,13,7,8,,,,,,,,,,,,,,,,,,,
4415,,,,,Incidental,Weight,Free,yes,0,6,2,14,9,15,16,11,5,3,7,,,,,,,,,,,,,,,
4415,,,,,Incidental,Weight,Free,yes,1,15,7,3,4,9,,,,,,,,,,,,,,,,,,,,
4416,,,,,Incidental,Weight,Free,no,0,15,14,11,5,-999,,,,,,,,,,,,,,,,,,,,
4416,,,,,Incidental,Weight,Free,no,1,12,-999,4,-999,11,-999,-999,16,,,,,,,,,,,,,,,,,
4417,,,,,Incidental,Weight,Free,no,0,9,-999,15,11,4,6,5,13,12,2,,,,,,,,,,,,,,,
4417,,,,,Incidental,Weight,Free,no,1,15,4,1,11,13,2,3,14,5,8,,,,,,,,,,,,,,,
4418,,,,,Incidental,Weight,Free,no,0,13,11,8,4,12,3,14,13,,,,,,,,,,,,,,,,,
4418,,,,,Incidental,Weight,Free,no,1,16,2,15,,,,,,,,,,,,,,,,,,,,,,
4419,,,,,Incidental,Weight,Free,no,0,5,3,9,8,7,,,,,,,,,,,,,,,,,,,,
4419,,,,,Incidental,Weight,Free,no,1,15,-999,-999,12,,,,,,,,,,,,,,,,,,,,,
4420,,,,,Incidental,Weight,Free,yes,0,5,15,9,12,8,2,,,,,,,,,,,,,,,,,,,
4420,,,,,Incidental,Weight,Free,yes,1,6,15,2,,,,,,,,,,,,,,,,,,,,,,
4421,,,,,Incidental,Weight,Free,no,0,13,5,12,7,16,11,,,,,,,,,,,,,,,,,,,
4421,,,,,Incidental,Weight,Free,no,1,2,5,10,16,,,,,,,,,,,,,,,,,,,,,
4422,,,,,Incidental,Weight,Free,no,0,12,11,14,7,2,9,16,5,11,,,,,,,,,,,,,,,,
4422,,,,,Incidental,Weight,Free,no,1,11,-1,,,,,,,,,,,,,,,,,,,,,,,
4423,,,,,Incidental,Weight,Free,no,0,5,14,-999,7,,,,,,,,,,,,,,,,,,,,,
4423,,,,,Incidental,Weight,Free,no,1,15,11,7,9,-1,,,,,,,,,,,,,,,,,,,,
4424,,,,,Incidental,Weight,Free,no,0,-999,12,7,16,10,14,1,12,3,-999,,,,,,,,,,,,,,,
4424,,,,,Incidental,Weight,Free,no,1,15,10,14,8,11,4,,,,,,,,,,,,,,,,,,,
4425,,,,,Incidental,Weight,Free,no,0,13,4,16,15,,,,,,,,,,,,,,,,,,,,,
4425,,,,,Incidental,Weight,Free,no,1,1,2,16,7,,,,,,,,,,,,,,,,,,,,,
4426,,,,,Incidental,Weight,Free,no,0,16,7,9,11,2,4,14,3,,,,,,,,,,,,,,,,,
4426,,,,,Incidental,Weight,Free,no,1,7,5,10,1,5,2,14,13,-999,16,,,,,,,,,,,,,,,
4427,,,,,Incidental,Weight,Free,no,0,15,14,11,7,3,8,2,13,,,,,,,,,,,,,,,,,
4427,,,,,Incidental,Weight,Free,no,1,1,15,10,14,3,4,,,,,,,,,,,,,,,,,,,
4428,,,,,Incidental,Weight,Free,no,0,12,,,,,,,,,,,,,,,,,,,,,,,,
4428,,,,,Incidental,Weight,Free,no,1,13,8,16,,,,,,,,,,,,,,,,,,,,,,
4429,,,,,Incidental,Weight,Free,no,0,5,11,16,-999,,,,,,,,,,,,,,,,,,,,,
4429,,,,,Incidental,Weight,Free,no,1,6,10,,,,,,,,,,,,,,,,,,,,,,,
4430,,,,,Incidental,Weight,Free,no,0,12,8,4,10,9,8,7,,,,,,,,,,,,,,,,,,
4430,,,,,Incidental,Weight,Free,no,1,2,16,1,9,12,1,,,,,,,,,,,,,,,,,,,
4431,,,,,Incidental,Weight,Free,no,0,11,13,2,4,,,,,,,,,,,,,,,,,,,,,
4431,,,,,Incidental,Weight,Free,no,1,4,6,-2999,13,2,10,,,,,,,,,,,,,,,,,,,
4432,,,,,Incidental,Weight,Free,no,0,13,14,5,10,15,2,11,,,,,,,,,,,,,,,,,,
4432,,,,,Incidental,Weight,Free,no,1,9,10,12,5,15,16,,,,,,,,,,,,,,,,,,,
4433,,,,,Incidental,Weight,Free,no,0,9,4,11,5,15,10,7,,,,,,,,,,,,,,,,,,
4433,,,,,Incidental,Weight,Free,no,1,2,14,5,,,,,,,,,,,,,,,,,,,,,,
4434,,,,,Incidental,Weight,Free,no,0,2,-999,3,16,-999,15,10,8,-999,-999,12,11,,,,,,,,,,,,,
4434,,,,,Incidental,Weight,Free,no,1,9,3,16,12,5,8,15,13,,,,,,,,,,,,,,,,,
4435,,,,,Incidental,Weight,Free,no,0,8,14,15,5,13,9,4,10,,,,,,,,,,,,,,,,,
4435,,,,,Incidental,Weight,Free,no,1,14,6,9,8,-999,,,,,,,,,,,,,,,,,,,,
4436,,,,,Incidental,Weight,Free,no,0,2,13,14,7,10,12,15,8,,,,,,,,,,,,,,,,,
4436,,,,,Incidental,Weight,Free,no,1,12,14,8,16,11,,,,,,,,,,,,,,,,,,,,
4437,,,,,Incidental,Weight,Free,no,0,-2999,4,15,16,11,12,,,,,,,,,,,,,,,,,,,
4437,,,,,Incidental,Weight,Free,no,1,14,6,3,10,15,-999,16,4,,,,,,,,,,,,,,,,,
4438,,,,,Incidental,Weight,Free,no,0,5,16,14,3,15,12,10,8,,,,,,,,,,,,,,,,,
4438,,,,,Incidental,Weight,Free,no,1,5,16,3,1,-1,13,11,,,,,,,,,,,,,,,,,,
4439,,,,,Incidental,Weight,Free,no,0,14,16,10,3,2,,,,,,,,,,,,,,,,,,,,
4439,,,,,Incidental,Weight,Free,no,1,11,2,16,14,1,6,13,,,,,,,,,,,,,,,,,,
4440,,,,,Incidental,Weight,Free,no,0,4,16,11,15,10,6,1,3,13,9,14,5,,,,,,,,,,,,,
4440,,,,,Incidental,Weight,Free,no,1,15,2,16,14,8,13,11,,,,,,,,,,,,,,,,,,
4441,,,,,Incidental,Weight,Free,no,0,1,16,4,14,10,15,12,2,9,3,8,,,,,,,,,,,,,,
4441,,,,,Incidental,Weight,Free,no,1,12,16,13,10,4,14,1,5,11,,,,,,,,,,,,,,,,
4442,,,,,Incidental,Weight,Free,no,0,-999,6,11,15,13,,,,,,,,,,,,,,,,,,,,
4442,,,,,Incidental,Weight,Free,no,1,13,9,8,4,,,,,,,,,,,,,,,,,,,,,
4443,,,,,Incidental,Weight,Free,no,0,-2999,11,14,2,15,5,12,,,,,,,,,,,,,,,,,,
4443,,,,,Incidental,Weight,Free,no,1,14,9,-999,11,6,12,3,15,,,,,,,,,,,,,,,,,
4444,,,,,Incidental,Weight,Free,no,0,9,1,7,8,10,4,13,14,,,,,,,,,,,,,,,,,
4444,,,,,Incidental,Weight,Free,no,1,14,12,,,,,,,,,,,,,,,,,,,,,,,
4445,,,,,Incidental,Weight,Free,no,0,14,12,15,,,,,,,,,,,,,,,,,,,,,,
4445,,,,,Incidental,Weight,Free,no,1,5,-1,-1,,,,,,,,,,,,,,,,,,,,,,
4446,,,,,Incidental,Weight,Free,no,0,6,16,7,10,12,7,10,14,15,9,,,,,,,,,,,,,,,
4446,,,,,Incidental,Weight,Free,no,1,4,11,2,14,-999,-999,,,,,,,,,,,,,,,,,,,
4447,,,,,Incidental,Weight,Free,no,0,7,,,,,,,,,,,,,,,,,,,,,,,,
4447,,,,,Incidental,Weight,Free,no,1,15,,,,,,,,,,,,,,,,,,,,,,,,
4448,,,,,Incidental,Weight,Free,no,0,6,13,9,5,16,,,,,,,,,,,,,,,,,,,,
4448,,,,,Incidental,Weight,Free,no,1,16,14,10,5,6,12,,,,,,,,,,,,,,,,,,,
4449,,,,,Incidental,Weight,Free,no,0,16,14,-999,2,11,,,,,,,,,,,,,,,,,,,,
4449,,,,,Incidental,Weight,Free,no,1,3,12,5,2,9,-999,5,,,,,,,,,,,,,,,,,,
4450,,,,,Incidental,Weight,Free,no,0,13,10,3,9,7,14,11,,,,,,,,,,,,,,,,,,
4450,,,,,Incidental,Weight,Free,no,1,11,12,7,1,6,2,,,,,,,,,,,,,,,,,,,
4451,,,,,Incidental,Weight,Free,no,0,16,12,11,15,9,13,14,,,,,,,,,,,,,,,,,,
4451,,,,,Incidental,Weight,Free,no,1,4,11,9,7,10,,,,,,,,,,,,,,,,,,,,
4452,,,,,Incidental,Weight,Free,yes,0,2,4,5,7,6,15,10,9,,,,,,,,,,,,,,,,,
4452,,,,,Incidental,Weight,Free,yes,1,1,16,15,11,10,8,7,3,5,,,,,,,,,,,,,,,,
4453,,,,,Incidental,Weight,Free,no,0,12,10,5,7,9,15,15,4,1,,,,,,,,,,,,,,,,
4453,,,,,Incidental,Weight,Free,no,1,12,9,1,2,4,12,4,,,,,,,,,,,,,,,,,,
4454,,,,,Incidental,Weight,Free,no,0,6,13,11,2,10,8,3,16,15,,,,,,,,,,,,,,,,
4454,,,,,Incidental,Weight,Free,no,1,16,1,6,12,5,,,,,,,,,,,,,,,,,,,,
4455,,,,,Incidental,Weight,Free,no,0,10,12,13,2,9,16,15,6,4,,,,,,,,,,,,,,,,
